,Date,AveragePrice,TotalValue,c4046,c4225,c4770,TotalBags,SmallBags,LargeBags,XLargeBags,type,year,region
8633,07-01-2018,1.01,963850.0,184830.0,292349.0,14102.2,472568.0,112397.0,360171.0,0.0,Conventional,2018, Denver 
8634,25-03-2018,1.15,477637.0,82568.1,72460.6,62078.5,260530.0,211304.0,21813.0,27413.6,Conventional,2018,Detroit
8635,18-03-2018,1.09,428600.0,82792.9,43727.7,29920.8,272159.0,220038.0,37118.2,15002.5,Conventional,2018,Detroit
8636,11-03-2018,1.14,443295.0,82676.8,65334.7,47721.4,247562.0,178043.0,49942.5,19577.0,Conventional,2018,Detroit
8637,04-03-2018,1.18,400047.0,89601.8,41375.3,26105.8,242965.0,216776.0,13655.2,12533.5,Conventional,2018,Detroit
8638,25-02-2018,1.08,464414.0,72595.4,90296.5,53864.5,247657.0,185977.0,32253.3,29427.2,Conventional,2018,Detroit
8639,18-02-2018,1.11,361967.0,70416.8,33890.2,18889.7,238770.0,177739.0,48954.0,12077.4,Conventional,2018,Detroit
8640,11-02-2018,0.92,435384.0,123642.0,73381.4,26265.2,212096.0,156008.0,42872.6,13214.9,Conventional,2018,Detroit
8641,04-02-2018,0.67,880540.0,167513.0,287360.0,60028.0,365640.0,266930.0,89516.5,9192.92,Conventional,2018,Detroit
8642,28-01-2018,1.14,367456.0,80917.0,70055.4,14554.3,201929.0,177720.0,23023.7,1185.32,Conventional,2018,Detroit
8643,21-01-2018,0.96,570162.0,87365.3,220100.0,46163.6,216533.0,146575.0,65171.2,4786.8,Conventional,2018,Detroit
8644,14-01-2018,1.18,369628.0,94964.0,60826.2,13812.3,200026.0,162745.0,36032.5,1248.07,Conventional,2018,Detroit
8645,07-01-2018,0.92,512143.0,164665.0,81248.9,23315.8,242913.0,195596.0,45090.5,2226.82,Conventional,2018,Detroit
8646,25-03-2018,1.47,207028.0,2946.6,85213.8,63349.1,55518.8,29054.9,7662.55,18801.3,Conventional,2018,GrandRapids
8647,18-03-2018,1.4,175969.0,3261.54,64300.9,35087.6,73319.3,55491.0,6112.96,11715.3,Conventional,2018,GrandRapids
8648,11-03-2018,1.43,191287.0,3195.61,75173.5,55327.2,57590.5,32676.6,8368.93,16544.9,Conventional,2018,GrandRapids
8649,04-03-2018,1.74,137420.0,2687.59,54299.9,29572.8,50859.4,33939.1,7138.74,9781.5,Conventional,2018,GrandRapids
8650,25-02-2018,1.27,208280.0,2534.14,86121.8,63728.6,55895.0,27042.0,11484.9,17368.1,Conventional,2018,GrandRapids
8651,18-02-2018,1.52,143872.0,1921.26,46210.8,26232.8,69506.9,55370.7,5586.21,8550.0,Conventional,2018,GrandRapids
8652,11-02-2018,1.4,167605.0,3619.4,80530.3,42489.3,40965.6,25201.8,2735.5,13028.3,Conventional,2018,GrandRapids
8653,04-02-2018,0.88,408922.0,4371.02,193222.0,143538.0,67790.1,22315.8,1765.51,43708.8,Conventional,2018,GrandRapids
8654,28-01-2018,1.55,162675.0,2937.98,86845.8,30070.0,42820.8,31880.8,1661.64,9278.37,Conventional,2018,GrandRapids
8655,21-01-2018,1.01,349565.0,2991.23,143929.0,137322.0,65323.3,23516.4,1183.72,40623.2,Conventional,2018,GrandRapids
8656,14-01-2018,1.63,132717.0,2444.54,60928.7,30487.5,38855.9,27912.7,1824.11,9119.06,Conventional,2018,GrandRapids
8657,07-01-2018,1.35,169476.0,2865.76,75494.5,45133.0,45982.8,29085.4,3455.76,13441.6,Conventional,2018,GrandRapids
8658,25-03-2018,1.18,4245950.0,860998.0,1144070.0,459002.0,1781880.0,1397090.0,282886.0,101906.0,Conventional,2018,GreatLakes
8659,18-03-2018,1.16,3944850.0,784916.0,952233.0,348178.0,1859520.0,1416660.0,381070.0,61791.4,Conventional,2018,GreatLakes
8660,11-03-2018,1.22,3953700.0,741349.0,1112610.0,380230.0,1719520.0,1237310.0,410613.0,71592.4,Conventional,2018,GreatLakes
8661,04-03-2018,1.27,3654450.0,753405.0,984161.0,246085.0,1670800.0,1303660.0,309333.0,57804.9,Conventional,2018,GreatLakes
8662,25-02-2018,1.19,3920640.0,663043.0,1184040.0,408305.0,1665260.0,1129060.0,433394.0,102803.0,Conventional,2018,GreatLakes
8663,18-02-2018,1.2,3351720.0,639057.0,856104.0,251049.0,1605510.0,1146470.0,412433.0,46612.6,Conventional,2018,GreatLakes
8664,11-02-2018,1.05,4104030.0,998860.0,1221480.0,336456.0,1547230.0,1080230.0,398603.0,68396.1,Conventional,2018,GreatLakes
8665,04-02-2018,0.81,7094760.0,1410650.0,2875750.0,667142.0,2141230.0,1436880.0,573049.0,131301.0,Conventional,2018,GreatLakes
8666,28-01-2018,1.18,3857260.0,818435.0,1243170.0,259671.0,1535980.0,1200020.0,312986.0,22974.5,Conventional,2018,GreatLakes
8667,21-01-2018,1.08,4824590.0,939694.0,1678620.0,599358.0,1606920.0,1091950.0,411121.0,103851.0,Conventional,2018,GreatLakes
8668,14-01-2018,1.31,3437560.0,778207.0,1040630.0,294793.0,1323930.0,1117530.0,183164.0,23240.2,Conventional,2018,GreatLakes
8669,07-01-2018,1.11,4123100.0,1112030.0,1238990.0,350649.0,1421440.0,1154910.0,230241.0,36282.9,Conventional,2018,GreatLakes
8670,25-03-2018,1.21,330371.0,87782.4,137599.0,131.89,104857.0,95210.6,7089.08,2557.77,Conventional,2018,HarrisburgScranton
8671,18-03-2018,1.18,299741.0,75911.9,121946.0,200.48,101682.0,98656.6,725.8,2300.0,Conventional,2018,HarrisburgScranton
8672,11-03-2018,1.22,279645.0,65731.4,115236.0,174.48,98503.1,87461.8,9219.07,1822.22,Conventional,2018,HarrisburgScranton
8673,04-03-2018,1.21,289091.0,65788.6,130047.0,150.9,93104.8,82676.6,8658.2,1770.0,Conventional,2018,HarrisburgScranton
8674,25-02-2018,1.24,281655.0,63582.8,127685.0,166.92,90220.3,78774.1,9426.21,2020.0,Conventional,2018,HarrisburgScranton
8675,18-02-2018,1.25,277023.0,67138.9,129857.0,111.37,79915.8,71649.0,6605.65,1661.11,Conventional,2018,HarrisburgScranton
8676,11-02-2018,1.09,321369.0,77586.0,165153.0,116.39,78513.1,72248.7,4766.58,1497.78,Conventional,2018,HarrisburgScranton
8677,04-02-2018,1.16,395673.0,92062.9,211176.0,157.51,92276.2,89502.2,1977.41,796.67,Conventional,2018,HarrisburgScranton
8678,28-01-2018,1.15,299069.0,101248.0,112797.0,129.6,84895.6,84111.6,447.33,336.67,Conventional,2018,HarrisburgScranton
8679,21-01-2018,1.14,345437.0,125848.0,136876.0,168.16,82544.8,79398.9,3142.53,3.33,Conventional,2018,HarrisburgScranton
8680,14-01-2018,1.25,277617.0,80067.8,121405.0,189.01,75954.5,62453.6,13500.9,0.0,Conventional,2018,HarrisburgScranton
8681,07-01-2018,1.33,257281.0,57546.7,128633.0,70.97,71030.4,57822.6,13207.8,0.0,Conventional,2018,HarrisburgScranton
8682,25-03-2018,1.44,345963.0,17715.1,243023.0,242.2,84982.8,82410.0,1066.1,1506.66,Conventional,2018,HartfordSpringfield
8683,18-03-2018,1.43,308716.0,16506.0,218357.0,217.92,73635.1,68741.5,3282.52,1611.11,Conventional,2018,HartfordSpringfield
8684,11-03-2018,1.42,314847.0,17765.1,215834.0,183.31,81064.7,66170.4,13298.8,1595.55,Conventional,2018,HartfordSpringfield
8685,04-03-2018,1.17,432096.0,15615.7,347650.0,272.95,68556.6,64366.7,3032.11,1157.78,Conventional,2018,HartfordSpringfield
8686,25-02-2018,1.45,289608.0,13662.0,196777.0,314.45,78854.6,68300.9,9368.09,1185.56,Conventional,2018,HartfordSpringfield
8687,18-02-2018,1.42,283266.0,11150.8,209792.0,212.96,62110.2,60822.8,386.35,901.11,Conventional,2018,HartfordSpringfield
8688,11-02-2018,1.48,352732.0,14675.9,270216.0,208.1,67631.9,65856.3,744.47,1031.11,Conventional,2018,HartfordSpringfield
8689,04-02-2018,1.38,427951.0,11605.6,345582.0,1100.67,69662.2,67967.4,1438.65,256.2,Conventional,2018,HartfordSpringfield
8690,28-01-2018,1.18,432600.0,7854.32,360244.0,237.31,64264.1,60495.5,3601.99,166.67,Conventional,2018,HartfordSpringfield
8691,21-01-2018,1.18,474555.0,8065.55,407712.0,175.38,58602.1,56135.8,2459.57,6.67,Conventional,2018,HartfordSpringfield
8692,14-01-2018,1.53,289124.0,6006.14,215892.0,128.82,67097.5,60219.1,6878.4,0.0,Conventional,2018,HartfordSpringfield
8693,07-01-2018,1.52,283679.0,5732.13,214935.0,136.28,62875.6,49441.1,13434.6,0.0,Conventional,2018,HartfordSpringfield
8694,25-03-2018,0.56,2120510.0,837701.0,162473.0,4190.48,1116150.0,952255.0,161188.0,2703.33,Conventional,2018,Houston
8695,18-03-2018,0.79,1243930.0,630826.0,184826.0,4011.21,424263.0,322054.0,99304.7,2904.44,Conventional,2018,Houston
8696,11-03-2018,0.83,1324480.0,614152.0,162270.0,4184.08,543869.0,432316.0,110080.0,1473.33,Conventional,2018,Houston
8697,04-03-2018,0.71,1501700.0,701418.0,176206.0,3827.34,620247.0,528248.0,91441.4,557.78,Conventional,2018,Houston
8698,25-02-2018,0.67,1657520.0,855571.0,147837.0,3976.08,650140.0,544537.0,105365.0,237.78,Conventional,2018,Houston
8699,18-02-2018,0.68,1572060.0,931554.0,160780.0,4045.42,475685.0,372117.0,103276.0,291.11,Conventional,2018,Houston
8700,11-02-2018,0.58,1870870.0,801391.0,156459.0,4407.32,908618.0,747968.0,160355.0,294.44,Conventional,2018,Houston
8701,04-02-2018,0.56,2381740.0,952747.0,300383.0,7990.32,1120620.0,1010540.0,109978.0,104.44,Conventional,2018,Houston
8702,28-01-2018,0.71,1647860.0,832419.0,103716.0,17666.3,694057.0,609576.0,84377.5,103.33,Conventional,2018,Houston
8703,21-01-2018,0.78,1584420.0,651433.0,153445.0,10598.3,768940.0,683790.0,85149.8,0.0,Conventional,2018,Houston
8704,14-01-2018,0.95,1316350.0,548774.0,292562.0,6066.33,468945.0,355574.0,113295.0,76.67,Conventional,2018,Houston
8705,07-01-2018,0.8,1390620.0,658829.0,171365.0,3656.03,556767.0,446637.0,110130.0,0.0,Conventional,2018,Houston
8706,25-03-2018,1.05,228837.0,53795.5,53103.1,7008.97,114930.0,96343.1,15834.9,2751.77,Conventional,2018,Indianapolis
8707,18-03-2018,1.01,209169.0,51782.0,34392.9,8471.15,114523.0,98947.1,12344.0,3232.17,Conventional,2018,Indianapolis
8708,11-03-2018,1.0,227996.0,56419.4,46098.4,6226.22,119252.0,104103.0,13239.6,1909.35,Conventional,2018,Indianapolis
8709,04-03-2018,1.09,207466.0,52161.5,35083.4,5581.83,114640.0,99830.1,11245.2,3564.36,Conventional,2018,Indianapolis
8710,25-02-2018,1.06,196615.0,37683.1,50954.9,6621.44,101356.0,74496.5,21698.0,5161.34,Conventional,2018,Indianapolis
8711,18-02-2018,0.91,186524.0,48716.4,27782.7,4155.93,105869.0,86145.8,17865.7,1857.29,Conventional,2018,Indianapolis
8712,11-02-2018,0.81,258008.0,86439.9,52397.4,5258.07,113913.0,90091.1,21306.9,2514.64,Conventional,2018,Indianapolis
8713,04-02-2018,0.79,335442.0,90305.7,110035.0,12010.7,123091.0,95765.5,25974.1,1351.17,Conventional,2018,Indianapolis
8714,28-01-2018,0.92,265600.0,64276.6,83870.5,8592.12,108861.0,93966.4,14884.5,10.03,Conventional,2018,Indianapolis
8715,21-01-2018,1.03,233732.0,62385.1,66055.9,11433.9,93857.2,84064.6,9782.65,9.96,Conventional,2018,Indianapolis
8716,14-01-2018,1.2,188231.0,42103.6,39886.2,14213.4,92028.2,87576.9,4431.35,19.94,Conventional,2018,Indianapolis
8717,07-01-2018,0.95,241296.0,77536.5,52880.3,15323.5,95555.8,88828.8,6694.44,32.58,Conventional,2018,Indianapolis
8718,25-03-2018,1.3,183489.0,97376.7,9226.39,569.02,76316.9,41255.8,34987.8,73.33,Conventional,2018,Jacksonville
8719,18-03-2018,1.12,234236.0,125895.0,13198.7,449.65,94693.4,38854.5,55768.9,70.0,Conventional,2018,Jacksonville
8720,11-03-2018,1.16,227714.0,126052.0,12557.6,439.09,88665.5,37739.8,50845.7,80.0,Conventional,2018,Jacksonville
8721,04-03-2018,1.12,229905.0,129813.0,12471.8,516.79,87103.5,35609.9,51397.0,96.67,Conventional,2018,Jacksonville
8722,25-02-2018,1.27,194729.0,103083.0,11763.7,428.58,79453.9,43722.7,35617.9,113.33,Conventional,2018,Jacksonville
8723,18-02-2018,1.31,185004.0,103478.0,10572.0,409.49,70544.6,34243.1,36218.2,83.33,Conventional,2018,Jacksonville
8724,11-02-2018,0.99,234557.0,134246.0,14760.0,521.63,85029.9,34342.6,50597.3,90.0,Conventional,2018,Jacksonville
8725,04-02-2018,0.96,365637.0,206007.0,24133.7,480.95,135016.0,79274.3,55614.6,126.67,Conventional,2018,Jacksonville
8726,28-01-2018,1.33,188557.0,103226.0,11072.2,397.94,73860.3,40095.9,33517.8,246.67,Conventional,2018,Jacksonville
8727,21-01-2018,1.14,231285.0,137389.0,14033.8,444.84,79417.1,34372.6,44668.9,375.56,Conventional,2018,Jacksonville
8728,14-01-2018,1.41,182390.0,105265.0,11039.8,332.17,65752.5,30382.8,34982.0,387.78,Conventional,2018,Jacksonville
8729,07-01-2018,1.2,197919.0,116009.0,13934.0,395.16,67581.4,26811.4,40448.8,321.11,Conventional,2018,Jacksonville
8730,25-03-2018,1.01,382746.0,76054.7,122475.0,6496.13,177721.0,75499.9,101806.0,414.44,Conventional,2018,LasVegas
8731,18-03-2018,1.17,311526.0,76056.4,92588.9,7007.47,135874.0,80016.5,55393.9,463.33,Conventional,2018,LasVegas
8732,11-03-2018,1.18,298806.0,61233.6,91407.2,8059.72,138105.0,83945.3,53527.5,632.22,Conventional,2018,LasVegas
8733,04-03-2018,1.05,371269.0,83041.3,107505.0,6520.79,174202.0,93651.3,80101.0,450.0,Conventional,2018,LasVegas
8734,25-02-2018,1.05,352534.0,76253.5,109855.0,6642.99,159782.0,76321.6,82977.1,483.33,Conventional,2018,LasVegas
8735,18-02-2018,1.13,325043.0,60956.8,107434.0,6230.52,150422.0,74636.9,75331.5,453.33,Conventional,2018,LasVegas
8736,11-02-2018,0.9,433810.0,89138.4,145487.0,5018.6,194165.0,71692.9,122026.0,446.44,Conventional,2018,LasVegas
8737,04-02-2018,0.88,512983.0,80028.0,212175.0,6000.36,214780.0,82603.6,131900.0,276.67,Conventional,2018,LasVegas
8738,28-01-2018,1.04,348153.0,70883.0,110000.0,5322.27,161948.0,82587.7,78955.9,404.63,Conventional,2018,LasVegas
8739,21-01-2018,1.05,364155.0,78984.3,100814.0,6256.28,178101.0,69514.0,108141.0,446.67,Conventional,2018,LasVegas
8740,14-01-2018,1.16,322932.0,79986.2,96281.0,7841.07,138824.0,71330.4,67126.6,366.67,Conventional,2018,LasVegas
8741,07-01-2018,1.05,345809.0,78921.4,113033.0,7515.77,146339.0,60836.4,85049.3,453.33,Conventional,2018,LasVegas
8742,25-03-2018,1.02,2843540.0,1007970.0,439941.0,63511.3,1332120.0,1248690.0,26861.7,56560.7,Conventional,2018,LosAngeles
8743,18-03-2018,0.91,3395260.0,1116870.0,700177.0,62395.3,1515830.0,1435810.0,25385.2,54632.3,Conventional,2018,LosAngeles
8744,11-03-2018,1.03,3059030.0,1152660.0,373411.0,72380.1,1460590.0,1373990.0,29875.0,56719.1,Conventional,2018,LosAngeles
8745,04-03-2018,1.1,2667100.0,985768.0,371412.0,77532.0,1232390.0,1144960.0,33430.3,54005.3,Conventional,2018,LosAngeles
8746,25-02-2018,1.0,3029960.0,1191840.0,462948.0,74821.6,1300340.0,1221000.0,30525.6,48821.6,Conventional,2018,LosAngeles
8747,18-02-2018,1.08,2749720.0,1148400.0,357521.0,74811.9,1168990.0,1089250.0,33031.2,46705.0,Conventional,2018,LosAngeles
8748,11-02-2018,0.85,3323880.0,1497230.0,412653.0,79663.0,1334340.0,1271670.0,20164.6,42501.3,Conventional,2018,LosAngeles
8749,04-02-2018,0.73,5070580.0,2532500.0,965717.0,93806.6,1478560.0,1414060.0,21441.6,43050.5,Conventional,2018,LosAngeles
8750,28-01-2018,1.08,2893720.0,1134190.0,707838.0,81296.6,970391.0,911704.0,16596.0,42090.9,Conventional,2018,LosAngeles
8751,21-01-2018,1.15,2653020.0,1230410.0,364552.0,82843.9,975213.0,918833.0,16789.9,39590.3,Conventional,2018,LosAngeles
8752,14-01-2018,1.28,2409160.0,1104370.0,403918.0,101443.0,799431.0,739977.0,16783.2,42670.2,Conventional,2018,LosAngeles
8753,07-01-2018,1.04,2725860.0,1275100.0,354221.0,91230.7,1005310.0,940327.0,18317.5,46662.1,Conventional,2018,LosAngeles
8754,25-03-2018,1.04,126662.0,31512.5,24342.6,306.07,70501.0,49898.6,19277.6,1324.79,Conventional,2018,Louisville
8755,18-03-2018,1.02,126213.0,32100.5,23976.2,204.7,69931.6,53035.0,15925.8,970.92,Conventional,2018,Louisville
8756,11-03-2018,1.08,117109.0,26859.4,26637.0,263.3,63349.2,46121.8,16453.0,774.44,Conventional,2018,Louisville
8757,04-03-2018,1.15,97173.7,22840.6,23137.8,219.31,50976.1,32351.1,17796.4,828.66,Conventional,2018,Louisville
8758,25-02-2018,1.13,99580.4,18466.4,25327.7,351.69,55434.6,32907.7,22038.3,488.57,Conventional,2018,Louisville
8759,18-02-2018,1.06,101522.0,21211.6,21287.4,197.27,58825.8,33930.8,24059.5,835.55,Conventional,2018,Louisville
8760,11-02-2018,0.87,130567.0,37508.9,30308.0,307.16,62442.6,42692.5,19050.0,700.0,Conventional,2018,Louisville
8761,04-02-2018,0.84,169829.0,37164.2,52978.0,805.93,78880.7,51038.2,27458.2,384.25,Conventional,2018,Louisville
8762,28-01-2018,1.18,96546.6,9754.12,34513.1,262.76,52016.5,31382.0,20628.9,5.66,Conventional,2018,Louisville
8763,21-01-2018,1.07,119167.0,9137.72,48370.3,699.18,60960.0,34517.5,26442.5,0.0,Conventional,2018,Louisville
8764,14-01-2018,1.15,121813.0,12826.4,44061.7,168.9,64755.8,32059.2,32693.8,2.82,Conventional,2018,Louisville
8765,07-01-2018,1.0,118959.0,29241.6,37772.4,170.77,51774.1,32655.6,19115.6,2.82,Conventional,2018,Louisville
8766,25-03-2018,1.37,698961.0,474643.0,53924.0,2049.21,168345.0,106479.0,61776.6,90.0,Conventional,2018,MiamiFtLauderdale
8767,18-03-2018,1.17,828838.0,575923.0,70118.8,2101.12,180694.0,102332.0,78219.2,143.33,Conventional,2018,MiamiFtLauderdale
8768,11-03-2018,1.19,888615.0,603092.0,74717.8,2009.9,208796.0,97893.9,110562.0,340.0,Conventional,2018,MiamiFtLauderdale
8769,04-03-2018,1.14,881388.0,639496.0,77645.9,1780.45,162466.0,112719.0,48965.2,781.67,Conventional,2018,MiamiFtLauderdale
8770,25-02-2018,1.36,647234.0,420402.0,51048.1,1505.14,174279.0,120093.0,54105.7,80.0,Conventional,2018,MiamiFtLauderdale
8771,18-02-2018,1.34,669345.0,451052.0,52028.4,2264.07,164001.0,95511.5,68415.7,73.33,Conventional,2018,MiamiFtLauderdale
8772,11-02-2018,1.0,856022.0,580099.0,76468.7,2153.49,197301.0,106428.0,90813.6,60.0,Conventional,2018,MiamiFtLauderdale
8773,04-02-2018,0.98,1310670.0,897436.0,118496.0,2277.74,292462.0,111637.0,180762.0,63.33,Conventional,2018,MiamiFtLauderdale
8774,28-01-2018,1.4,661212.0,440406.0,54463.8,2465.91,163876.0,95377.4,68492.0,6.67,Conventional,2018,MiamiFtLauderdale
8775,21-01-2018,1.19,825836.0,592863.0,79364.1,1920.89,151688.0,84785.5,66902.1,0.0,Conventional,2018,MiamiFtLauderdale
8776,14-01-2018,1.46,617912.0,416706.0,53783.6,2713.93,144709.0,81480.8,63228.6,0.0,Conventional,2018,MiamiFtLauderdale
8777,07-01-2018,1.22,746903.0,513399.0,68558.7,1946.21,162999.0,75201.0,87798.4,0.0,Conventional,2018,MiamiFtLauderdale
8778,25-03-2018,1.14,3911080.0,967165.0,1347070.0,25014.3,1571830.0,1390840.0,164970.0,16018.2,Conventional,2018,Midsouth
8779,18-03-2018,1.03,4558890.0,977322.0,1305680.0,24248.0,2251640.0,2062090.0,175887.0,13662.8,Conventional,2018,Midsouth
8780,11-03-2018,1.15,3874140.0,1003590.0,1291210.0,26832.4,1552500.0,1389780.0,153631.0,9091.14,Conventional,2018,Midsouth
8781,04-03-2018,1.2,3554250.0,823140.0,1320400.0,27046.9,1383660.0,1172480.0,200264.0,10914.7,Conventional,2018,Midsouth
8782,25-02-2018,1.24,3349770.0,786103.0,1219850.0,25950.6,1317870.0,1104690.0,201778.0,11400.3,Conventional,2018,Midsouth
8783,18-02-2018,1.25,3135330.0,709219.0,1150140.0,24776.6,1251190.0,1015370.0,224403.0,11414.8,Conventional,2018,Midsouth
8784,11-02-2018,1.1,3803510.0,1000330.0,1266290.0,24733.6,1512150.0,1303270.0,199987.0,8896.76,Conventional,2018,Midsouth
8785,04-02-2018,0.96,5286410.0,1259110.0,1697960.0,30102.4,2299230.0,2012150.0,280722.0,6367.2,Conventional,2018,Midsouth
8786,28-01-2018,1.19,3647360.0,778524.0,1643930.0,24013.6,1200890.0,1039980.0,157318.0,3595.9,Conventional,2018,Midsouth
8787,21-01-2018,1.13,4022550.0,834677.0,1528590.0,23691.2,1635590.0,1400850.0,232308.0,2432.71,Conventional,2018,Midsouth
8788,14-01-2018,1.28,3537240.0,793349.0,1435750.0,27610.8,1280530.0,1025340.0,251805.0,3385.24,Conventional,2018,Midsouth
8789,07-01-2018,1.2,3437630.0,998436.0,1224230.0,24958.1,1190010.0,1033910.0,152674.0,3421.11,Conventional,2018,Midsouth
8790,25-03-2018,0.95,306281.0,125789.0,10713.8,334.61,169444.0,136737.0,30406.1,2300.06,Conventional,2018,Nashville
8791,18-03-2018,0.89,316201.0,141265.0,11914.0,387.61,162634.0,131129.0,29834.2,1671.35,Conventional,2018,Nashville
8792,11-03-2018,0.94,304701.0,136421.0,11461.1,366.73,156453.0,129994.0,24769.6,1688.89,Conventional,2018,Nashville
8793,04-03-2018,1.03,243868.0,117404.0,10736.4,403.16,115324.0,82516.9,30595.7,2211.66,Conventional,2018,Nashville
8794,25-02-2018,1.08,230230.0,105794.0,10432.0,350.86,113653.0,83854.5,27860.7,1937.58,Conventional,2018,Nashville
8795,18-02-2018,1.05,230084.0,96890.0,9241.74,323.04,123629.0,84042.1,37977.8,1608.89,Conventional,2018,Nashville
8796,11-02-2018,0.8,303828.0,149429.0,10869.5,363.33,143166.0,107936.0,33522.2,1707.47,Conventional,2018,Nashville
8797,04-02-2018,0.8,391780.0,186690.0,15471.7,466.2,189153.0,141977.0,45308.8,1866.89,Conventional,2018,Nashville
8798,28-01-2018,1.08,221274.0,103526.0,11727.2,500.49,105520.0,79909.4,24041.0,1570.0,Conventional,2018,Nashville
8799,21-01-2018,1.0,273474.0,118667.0,20388.2,309.67,134108.0,95967.1,36876.9,1264.44,Conventional,2018,Nashville
8800,14-01-2018,1.04,291321.0,131982.0,22212.8,355.01,136771.0,97153.3,38004.6,1613.33,Conventional,2018,Nashville
8801,07-01-2018,0.85,303963.0,167629.0,10026.1,409.67,125898.0,108076.0,16241.0,1581.52,Conventional,2018,Nashville
8802,25-03-2018,1.04,305106.0,171336.0,20076.0,2425.1,111269.0,94895.3,15963.3,410.0,Conventional,2018,NewOrleansMobile
8803,18-03-2018,1.02,316970.0,181011.0,19002.7,2515.0,114441.0,95470.3,18533.7,436.67,Conventional,2018,NewOrleansMobile
8804,11-03-2018,1.05,316463.0,177320.0,22478.1,2158.0,114507.0,93807.6,20352.7,346.67,Conventional,2018,NewOrleansMobile
8805,04-03-2018,1.03,332379.0,190521.0,24646.7,2564.0,114647.0,97910.6,16489.6,246.67,Conventional,2018,NewOrleansMobile
8806,25-02-2018,0.98,373167.0,221362.0,38254.7,2432.0,111118.0,97659.2,13202.2,256.67,Conventional,2018,NewOrleansMobile
8807,18-02-2018,1.02,306966.0,173296.0,24837.1,1962.0,106871.0,94230.0,12303.8,336.67,Conventional,2018,NewOrleansMobile
8808,11-02-2018,0.97,289528.0,174272.0,18425.8,1971.0,94858.9,82271.4,12267.4,320.0,Conventional,2018,NewOrleansMobile
8809,04-02-2018,0.76,521184.0,352426.0,40674.5,2373.28,125711.0,114301.0,11056.5,353.33,Conventional,2018,NewOrleansMobile
8810,28-01-2018,1.08,314915.0,198062.0,21726.2,2409.57,92717.1,81430.8,10352.9,933.33,Conventional,2018,NewOrleansMobile
8811,21-01-2018,1.04,310587.0,192633.0,23240.4,2212.37,92502.0,79583.2,11776.5,1142.23,Conventional,2018,NewOrleansMobile
8812,14-01-2018,1.15,290572.0,170098.0,22912.2,2542.0,95019.8,76659.1,17342.9,1017.78,Conventional,2018,NewOrleansMobile
8813,07-01-2018,1.15,295941.0,183344.0,30856.2,2514.49,79226.5,64892.6,13346.2,987.78,Conventional,2018,NewOrleansMobile
8814,25-03-2018,1.34,1774780.0,63906.0,908654.0,843.45,801374.0,774634.0,23833.9,2905.61,Conventional,2018,NewYork
8815,18-03-2018,1.43,1564860.0,73760.5,911098.0,612.78,579388.0,552433.0,24302.7,2652.23,Conventional,2018,NewYork
8816,11-03-2018,1.35,1755050.0,64008.1,883442.0,828.96,806773.0,730151.0,74224.9,2397.77,Conventional,2018,NewYork
8817,04-03-2018,1.23,1931500.0,62328.7,1324580.0,754.74,543832.0,511679.0,29854.3,2298.89,Conventional,2018,NewYork
8818,25-02-2018,1.3,1615330.0,76602.5,841320.0,852.11,696550.0,632625.0,61658.4,2266.67,Conventional,2018,NewYork
8819,18-02-2018,1.24,1413690.0,87283.9,909951.0,885.94,415567.0,392965.0,20809.1,1792.5,Conventional,2018,NewYork
8820,11-02-2018,1.27,2051390.0,169218.0,1319010.0,1222.29,561937.0,539238.0,21409.8,1289.58,Conventional,2018,NewYork
8821,04-02-2018,1.28,2959540.0,96084.6,2250970.0,3253.28,609236.0,569361.0,38734.8,1140.09,Conventional,2018,NewYork
8822,28-01-2018,1.2,2278730.0,82652.8,1501060.0,745.5,694275.0,675215.0,18491.9,567.78,Conventional,2018,NewYork
8823,21-01-2018,1.27,2135240.0,46444.4,1642530.0,1165.1,445100.0,423570.0,21524.0,6.03,Conventional,2018,NewYork
8824,14-01-2018,1.67,1294150.0,39681.8,818052.0,1338.06,435078.0,415694.0,19384.3,0.0,Conventional,2018,NewYork
8825,07-01-2018,1.67,1287480.0,39884.1,866953.0,573.69,380070.0,348250.0,31820.0,0.0,Conventional,2018,NewYork
8826,25-03-2018,1.35,5134640.0,443927.0,2940790.0,6733.38,1743190.0,1495880.0,232373.0,14928.7,Conventional,2018,Northeast
8827,18-03-2018,1.34,4621130.0,453732.0,2646870.0,7610.65,1512920.0,1210270.0,287448.0,15203.3,Conventional,2018,Northeast
8828,11-03-2018,1.27,5214140.0,412622.0,3066430.0,6214.63,1728870.0,1436120.0,279239.0,13512.2,Conventional,2018,Northeast
8829,04-03-2018,1.22,5318550.0,364721.0,3542630.0,6184.77,1405020.0,1101810.0,291486.0,11728.9,Conventional,2018,Northeast
8830,25-02-2018,1.3,4525390.0,413431.0,2459410.0,7486.34,1645060.0,1357270.0,275552.0,12234.5,Conventional,2018,Northeast
8831,18-02-2018,1.31,4112730.0,371847.0,2539310.0,6573.57,1195000.0,976713.0,207823.0,10462.5,Conventional,2018,Northeast
8832,11-02-2018,1.24,5694140.0,565852.0,3782150.0,14275.9,1331850.0,1134700.0,186734.0,10422.0,Conventional,2018,Northeast
8833,04-02-2018,1.22,7508650.0,480604.0,5402440.0,14403.4,1611200.0,1275860.0,329682.0,5656.37,Conventional,2018,Northeast
